timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,5m_close_time,5m_open_time,5m_open,5m_high,5m_low,5m_close,5m_quote_asset_volume,5m_number_of_trades,5m_taker_buy_base_asset_volume,5m_taker_buy_quote_asset_volume,5m_volume,5m_open_time_day,5m_open_time_month,5m_open_time_year,5m_open_time_hour,5m_open_time_minute,5m_close_time_day,5m_close_time_month,5m_close_time_year,5m_close_time_hour,5m_close_time_minute
2023-06-26 11:00:00,30268.0,30297.46,30250.0,30293.36,143.98789,1687777499999,4359985.2232788,3165,61.89042,1873992.6636027,0,2023-06-26 11:04:59,2023-06-26 11:00:00,30268.0,30297.46,30250.0,30293.36,4359985.2232788,3165,61.89042,1873992.6636027,143.98789,26,6,2023,11,0,26,6,2023,11,4
2023-06-26 11:05:00,30293.35,30336.01,30290.09,30335.23,151.94692,1687777799999,4606181.7028899,2999,111.38944,3376713.9169358,0,2023-06-26 11:09:59,2023-06-26 11:05:00,30293.35,30336.01,30290.09,30335.23,4606181.7028899,2999,111.38944,3376713.9169358,151.94692,26,6,2023,11,5,26,6,2023,11,9
2023-06-26 11:10:00,30335.23,30343.6,30300.74,30300.75,115.44205,1687778099999,3500410.5067337,2265,37.9419,1150443.6875176,0,2023-06-26 11:14:59,2023-06-26 11:10:00,30335.23,30343.6,30300.74,30300.75,3500410.5067337,2265,37.9419,1150443.6875176,115.44205,26,6,2023,11,10,26,6,2023,11,14
2023-06-26 11:15:00,30300.75,30310.0,30281.48,30294.98,61.52347,1687778399999,1863818.1430945,2106,14.749,446789.7803577,0,2023-06-26 11:19:59,2023-06-26 11:15:00,30300.75,30310.0,30281.48,30294.98,1863818.1430945,2106,14.749,446789.7803577,61.52347,26,6,2023,11,15,26,6,2023,11,19
2023-06-26 11:20:00,30294.99,30330.0,30287.18,30313.11,68.55506,1687778699999,2077902.0156003,2042,32.30791,979341.2351496,0,2023-06-26 11:24:59,2023-06-26 11:20:00,30294.99,30330.0,30287.18,30313.11,2077902.0156003,2042,32.30791,979341.2351496,68.55506,26,6,2023,11,20,26,6,2023,11,24
2023-06-26 11:25:00,30313.11,30319.0,30311.47,30318.09,33.36226,1687778999999,1011386.6863108,1336,15.13601,458854.2678754,0,2023-06-26 11:29:59,2023-06-26 11:25:00,30313.11,30319.0,30311.47,30318.09,1011386.6863108,1336,15.13601,458854.2678754,33.36226,26,6,2023,11,25,26,6,2023,11,29
2023-06-26 11:30:00,30318.09,30331.8,30318.08,30331.67,64.35552,1687779299999,1951671.4181471,1794,32.86699,996699.6867279,0,2023-06-26 11:34:59,2023-06-26 11:30:00,30318.09,30331.8,30318.08,30331.67,1951671.4181471,1794,32.86699,996699.6867279,64.35552,26,6,2023,11,30,26,6,2023,11,34
2023-06-26 11:35:00,30331.67,30337.16,30328.18,30331.93,38.85928,1687779599999,1178689.0830163,1337,17.21413,522131.0069727,0,2023-06-26 11:39:59,2023-06-26 11:35:00,30331.67,30337.16,30328.18,30331.93,1178689.0830163,1337,17.21413,522131.0069727,38.85928,26,6,2023,11,35,26,6,2023,11,39
2023-06-26 11:40:00,30331.93,30331.94,30315.0,30318.08,43.64018,1687779899999,1323318.4162061,1586,12.97892,393567.1919452,0,2023-06-26 11:44:59,2023-06-26 11:40:00,30331.93,30331.94,30315.0,30318.08,1323318.4162061,1586,12.97892,393567.1919452,43.64018,26,6,2023,11,40,26,6,2023,11,44
2023-06-26 11:45:00,30318.08,30328.8,30300.0,30328.8,43.57542,1687780199999,1320771.9296127,1954,23.62315,716017.8941709,0,2023-06-26 11:49:59,2023-06-26 11:45:00,30318.08,30328.8,30300.0,30328.8,1320771.9296127,1954,23.62315,716017.8941709,43.57542,26,6,2023,11,45,26,6,2023,11,49
2023-06-26 11:50:00,30328.79,30332.0,30316.77,30320.36,62.12242,1687780499999,1883756.15597,1558,22.41515,679640.6369787,0,2023-06-26 11:54:59,2023-06-26 11:50:00,30328.79,30332.0,30316.77,30320.36,1883756.15597,1558,22.41515,679640.6369787,62.12242,26,6,2023,11,50,26,6,2023,11,54
2023-06-26 11:55:00,30320.35,30335.0,30320.35,30322.89,36.26632,1687780799999,1099857.3237591,1384,17.41039,527979.5120311,0,2023-06-26 11:59:59,2023-06-26 11:55:00,30320.35,30335.0,30320.35,30322.89,1099857.3237591,1384,17.41039,527979.5120311,36.26632,26,6,2023,11,55,26,6,2023,11,59
2023-06-26 12:00:00,30322.89,30345.63,30321.99,30340.77,80.14661,1687781099999,2431440.1972876,1994,27.327,828981.1082965,0,2023-06-26 12:04:59,2023-06-26 12:00:00,30322.89,30345.63,30321.99,30340.77,2431440.1972876,1994,27.327,828981.1082965,80.14661,26,6,2023,12,0,26,6,2023,12,4
